"TCG region",Expansion,"Card number","Card number sorting order","Card name",Rarity,"Card variant","Card language","Card condition",Note,Quantity
International,"Surging Sparks",141/191,141,Eternatus,Rare,"Normal Holo",English,Unspecified,,3
International,"Surging Sparks",142/191,142,"Tatsugiri ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Surging Sparks",143/191,143,Eevee,Common,Normal,English,Unspecified,,1
International,"Surging Sparks",144/191,144,Snorlax,Common,Normal,English,Unspecified,,3
International,"Surging Sparks",145/191,145,Slakoth,Common,Normal,English,Unspecified,,2
International,"Surging Sparks",147/191,147,"Slaking ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Surging Sparks",148/191,148,Swablu,Common,Normal,English,Unspecified,,3
International,"Surging Sparks",149/191,149,Zangoose,Common,Normal,English,Unspecified,,2
International,"Surging Sparks",149/191,149,Zangoose,Common,"Reverse Holo",English,Unspecified,,2
International,"Surging Sparks",150/191,150,Kecleon,Common,Normal,English,Unspecified,,1
International,"Surging Sparks",151/191,151,Bouffalant,Common,"Reverse Holo",English,Unspecified,,1
International,"Surging Sparks",152/191,152,Rufflet,Common,Normal,English,Unspecified,,4
International,"Surging Sparks",154/191,154,Helioptile,Common,Normal,English,Unspecified,,4
International,"Surging Sparks",154/191,154,Helioptile,Common,"Reverse Holo",English,Unspecified,,1
International,"Surging Sparks",155/191,155,Heliolisk,Common,Normal,English,Unspecified,,4
International,"Surging Sparks",155/191,155,Heliolisk,Common,"Reverse Holo",English,Unspecified,,1
International,"Surging Sparks",156/191,156,Oranguru,Common,Normal,English,Unspecified,,2
International,"Surging Sparks",157/191,157,Tandemaus,Common,Normal,English,Unspecified,,1
International,"Surging Sparks",158/191,158,Maushold,Uncommon,Normal,English,Unspecified,,3
International,"Surging Sparks",159/191,159,"Cyclizar ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Surging Sparks",160/191,160,"Flamigo ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Surging Sparks",161/191,161,Terapagos,Rare,"Normal Holo",English,Unspecified,,5
International,"Surging Sparks",162/191,162,"Amulet of Hope","ACE SPEC Rare","Normal Holo",English,Unspecified,,1
International,"Surging Sparks",165/191,165,"Call Bell",Uncommon,Normal,English,Unspecified,,5
International,"Surging Sparks",165/191,165,"Call Bell",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Surging Sparks",166/191,166,"Chill Teaser Toy",Uncommon,Normal,English,Unspecified,,2
International,"Surging Sparks",167/191,167,"Clemont's Quick Wit",Uncommon,Normal,English,Unspecified,,1
International,"Surging Sparks",167/191,167,"Clemont's Quick Wit",Uncommon,"Reverse Holo",English,Unspecified,,2
International,"Surging Sparks",168/191,168,"Colbur Berry",Uncommon,Normal,English,Unspecified,,2
International,"Surging Sparks",169/191,169,"Counter Gain",Uncommon,Normal,English,Unspecified,,3
International,"Surging Sparks",170/191,170,Cyrano,Uncommon,Normal,English,Unspecified,,3
International,"Surging Sparks",170/191,170,Cyrano,Uncommon,"Reverse Holo",English,Unspecified,,2
International,"Surging Sparks",171/191,171,"Deduction Kit",Uncommon,Normal,English,Unspecified,,1
International,"Surging Sparks",172/191,172,"Dragon Elixir",Uncommon,Normal,English,Unspecified,,6
International,"Surging Sparks",173/191,173,Drasna,Common,Normal,English,Unspecified,,3
International,"Surging Sparks",174/191,174,Drayton,Uncommon,Normal,English,Unspecified,,5
International,"Surging Sparks",175/191,175,"Dusk Ball",Uncommon,Normal,English,Unspecified,,4
International,"Surging Sparks",175/191,175,"Dusk Ball",Uncommon,"Reverse Holo",English,Unspecified,,3
International,"Surging Sparks",177/191,177,"Gravity Mountain",Uncommon,Normal,English,Unspecified,,3
International,"Surging Sparks",178/191,178,"Jasmine's Gaze",Uncommon,Normal,English,Unspecified,,1
International,"Surging Sparks",179/191,179,"Lisia's Appeal",Uncommon,Normal,English,Unspecified,,3
International,"Surging Sparks",179/191,179,"Lisia's Appeal",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Surging Sparks",180/191,180,"Lively Stadium",Uncommon,Normal,English,Unspecified,,2
International,"Surging Sparks",181/191,181,"Meddling Memo",Uncommon,Normal,English,Unspecified,,4
International,"Surging Sparks",184/191,184,"Passho Berry",Uncommon,Normal,English,Unspecified,,2
International,"Surging Sparks",186/191,186,"Scramble Switch","ACE SPEC Rare","Normal Holo",English,Unspecified,,1
International,"Surging Sparks",187/191,187,Surfer,Uncommon,Normal,English,Unspecified,,1
International,"Surging Sparks",188/191,188,"Technical Machine: Fluorite",Uncommon,Normal,English,Unspecified,,2
International,"Surging Sparks",189/191,189,"Tera Orb",Uncommon,Normal,English,Unspecified,,1
International,"Surging Sparks",190/191,190,Tyme,Uncommon,Normal,English,Unspecified,,3
International,"Surging Sparks",190/191,190,Tyme,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Surging Sparks",191/191,191,"Enriching Energy","ACE SPEC Rare","Normal Holo",English,Unspecified,,1
International,"Surging Sparks",206/191,206,Vibrava,"Illustration Rare","Normal Holo",English,Unspecified,,1
International,"Surging Sparks",208/191,208,"Alolan Dugtrio","Illustration Rare","Normal Holo",English,Unspecified,,1
International,"Surging Sparks",218/191,218,"Black Kyurem ex","Ultra Rare","Normal Holo",English,Unspecified,,1
International,"Surging Sparks",229/191,229,"Clemont's Quick Wit","Ultra Rare","Normal Holo",English,Unspecified,,1
International,"Surging Sparks",250/191,250,"Gravity Mountain","Hyper Rare","Normal Holo",English,Unspecified,,1
International,"Surging Sparks",251/191,251,"Night Stretcher","Hyper Rare","Normal Holo",English,Unspecified,,1
International,"Stellar Crown",001/142,1,"Venusaur ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Stellar Crown",002/142,2,Ledyba,Common,Normal,English,Unspecified,,9
International,"Stellar Crown",002/142,2,Ledyba,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",003/142,3,Ledian,Rare,"Normal Holo",English,Unspecified,,3
International,"Stellar Crown",003/142,3,Ledian,Rare,"Reverse Holo",English,Unspecified,,2
International,"Stellar Crown",003/142,3,Ledian,Rare,Non-holo,English,Unspecified,,3
International,"Stellar Crown",004/142,4,Celebi,Uncommon,Normal,English,Unspecified,,7
International,"Stellar Crown",005/142,5,Lileep,Common,Normal,English,Unspecified,,6
International,"Stellar Crown",005/142,5,Lileep,Common,"Reverse Holo",English,Unspecified,,2
International,"Stellar Crown",006/142,6,Cradily,Rare,"Normal Holo",English,Unspecified,,4
International,"Stellar Crown",007/142,7,Carnivine,Common,Normal,English,Unspecified,,6
International,"Stellar Crown",007/142,7,Carnivine,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",008/142,8,"Mow Rotom",Common,Normal,English,Unspecified,,1
International,"Stellar Crown",008/142,8,"Mow Rotom",Common,"Reverse Holo",English,Unspecified,,2
International,"Stellar Crown",009/142,9,Grubbin,Common,Normal,English,Unspecified,,6
International,"Stellar Crown",010/142,10,Gossifleur,Common,Normal,English,Unspecified,,3
International,"Stellar Crown",010/142,10,Gossifleur,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",011/142,11,Eldegoss,Uncommon,Normal,English,Unspecified,,8
International,"Stellar Crown",011/142,11,Eldegoss,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",012/142,12,Applin,Common,Normal,English,Unspecified,,7
International,"Stellar Crown",012/142,12,Applin,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",013/142,13,Dipplin,Common,Normal,English,Unspecified,,3
International,"Stellar Crown",013/142,13,Dipplin,Common,"Reverse Holo",English,Unspecified,,2
International,"Stellar Crown",014/142,14,"Hydrapple ex","Double Rare","Normal Holo",English,Unspecified,,2
International,"Stellar Crown",015/142,15,Nymble,Common,"Reverse Holo",English,Unspecified,,2
International,"Stellar Crown",016/142,16,Lokix,Common,Normal,English,Unspecified,,4
International,"Stellar Crown",016/142,16,Lokix,Common,"Reverse Holo",English,Unspecified,,4
International,"Stellar Crown",017/142,17,Toedscool,Common,Normal,English,Unspecified,,4
International,"Stellar Crown",017/142,17,Toedscool,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",018/142,18,Toedscruel,Uncommon,Normal,English,Unspecified,,5
International,"Stellar Crown",018/142,18,Toedscruel,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",019/142,19,Ponyta,Common,Normal,English,Unspecified,,5
International,"Stellar Crown",019/142,19,Ponyta,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",020/142,20,Rapidash,Uncommon,Normal,English,Unspecified,,4
International,"Stellar Crown",020/142,20,Rapidash,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",021/142,21,Pansear,Common,Normal,English,Unspecified,,7
International,"Stellar Crown",021/142,21,Pansear,Common,"Reverse Holo",English,Unspecified,,2
International,"Stellar Crown",022/142,22,Reshiram,Uncommon,Normal,English,Unspecified,,4
International,"Stellar Crown",022/142,22,Reshiram,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",023/142,23,Salandit,Common,Normal,English,Unspecified,,6
International,"Stellar Crown",023/142,23,Salandit,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",024/142,24,Salazzle,Uncommon,Normal,English,Unspecified,,9
International,"Stellar Crown",024/142,24,Salazzle,Uncommon,"Reverse Holo",English,Unspecified,,2
International,"Stellar Crown",025/142,25,Turtonator,Common,Normal,English,Unspecified,,3
International,"Stellar Crown",025/142,25,Turtonator,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",026/142,26,Scorbunny,Common,Normal,English,Unspecified,,5
International,"Stellar Crown",026/142,26,Scorbunny,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",027/142,27,Raboot,Common,Normal,English,Unspecified,,1
International,"Stellar Crown",027/142,27,Raboot,Common,"Reverse Holo",English,Unspecified,,2
International,"Stellar Crown",028/142,28,"Cinderace ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Stellar Crown",029/142,29,Charcadet,Common,Normal,English,Unspecified,,4
International,"Stellar Crown",029/142,29,Charcadet,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",031/142,31,Lapras,Uncommon,Normal,English,Unspecified,,4
International,"Stellar Crown",031/142,31,Lapras,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",033/142,33,Marill,Common,Normal,English,Unspecified,,4
International,"Stellar Crown",033/142,33,Marill,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",034/142,34,Azumarill,Uncommon,Normal,English,Unspecified,,5
International,"Stellar Crown",034/142,34,Azumarill,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",035/142,35,Finneon,Common,Normal,English,Unspecified,,7
International,"Stellar Crown",035/142,35,Finneon,Common,"Reverse Holo",English,Unspecified,,2
International,"Stellar Crown",036/142,36,Lumineon,Uncommon,Normal,English,Unspecified,,2
International,"Stellar Crown",037/142,37,Tirtouga,Common,Normal,English,Unspecified,,4
International,"Stellar Crown",038/142,38,Carracosta,Rare,"Normal Holo",English,Unspecified,,3
International,"Stellar Crown",038/142,38,Carracosta,Rare,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",039/142,39,Froakie,Common,Normal,English,Unspecified,,5
International,"Stellar Crown",039/142,39,Froakie,Common,"Reverse Holo",English,Unspecified,,3
International,"Stellar Crown",040/142,40,Frogadier,Uncommon,Normal,English,Unspecified,,6
International,"Stellar Crown",040/142,40,Frogadier,Uncommon,"Reverse Holo",English,Unspecified,,2
International,"Stellar Crown",041/142,41,"Greninja ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Stellar Crown",042/142,42,Crabominable,Uncommon,Normal,English,Unspecified,,5
International,"Stellar Crown",042/142,42,Crabominable,Uncommon,"Reverse Holo",English,Unspecified,,3
International,"Stellar Crown",043/142,43,Chewtle,Common,Normal,English,Unspecified,,2
International,"Stellar Crown",043/142,43,Chewtle,Common,"Reverse Holo",English,Unspecified,,2
International,"Stellar Crown",044/142,44,Drednaw,Rare,"Normal Holo",English,Unspecified,,5
International,"Stellar Crown",044/142,44,Drednaw,Rare,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",045/142,45,Veluza,Uncommon,Normal,English,Unspecified,,6
International,"Stellar Crown",045/142,45,Veluza,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",046/142,46,Electabuzz,Common,Normal,English,Unspecified,,5
International,"Stellar Crown",047/142,47,Electivire,Uncommon,Normal,English,Unspecified,,2
International,"Stellar Crown",047/142,47,Electivire,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",048/142,48,Chinchou,Common,Normal,English,Unspecified,,6
International,"Stellar Crown",048/142,48,Chinchou,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",049/142,49,Lanturn,Uncommon,Normal,English,Unspecified,,8
International,"Stellar Crown",049/142,49,Lanturn,Uncommon,"Reverse Holo",English,Unspecified,,3
International,"Stellar Crown",050/142,50,Joltik,Common,Normal,English,Unspecified,,6
International,"Stellar Crown",051/142,51,"Galvantula ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Stellar Crown",052/142,52,Charjabug,Common,Normal,English,Unspecified,,7
International,"Stellar Crown",053/142,53,Vikavolt,Uncommon,Normal,English,Unspecified,,4
International,"Stellar Crown",053/142,53,Vikavolt,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",054/142,54,Togedemaru,Uncommon,Normal,English,Unspecified,,5
International,"Stellar Crown",055/142,55,Zeraora,Rare,"Normal Holo",English,Unspecified,,3
International,"Stellar Crown",055/142,55,Zeraora,Rare,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",056/142,56,Pawmi,Common,Normal,English,Unspecified,,6
International,"Stellar Crown",056/142,56,Pawmi,Common,"Reverse Holo",English,Unspecified,,2
International,"Stellar Crown",057/142,57,Slowpoke,Common,Normal,English,Unspecified,,1
International,"Stellar Crown",058/142,58,Slowking,Uncommon,Normal,English,Unspecified,,8
International,"Stellar Crown",058/142,58,Slowking,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",059/142,59,Mewtwo,Uncommon,Normal,English,Unspecified,,6
International,"Stellar Crown",059/142,59,Mewtwo,Uncommon,"Reverse Holo",English,Unspecified,,3
International,"Stellar Crown",060/142,60,Drifloon,Common,Normal,English,Unspecified,,5
International,"Stellar Crown",060/142,60,Drifloon,Common,"Reverse Holo",English,Unspecified,,2
International,"Stellar Crown",061/142,61,Drifblim,Uncommon,Normal,English,Unspecified,,9
International,"Stellar Crown",061/142,61,Drifblim,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",062/142,62,Yamask,Common,Normal,English,Unspecified,,7
International,"Stellar Crown",062/142,62,Yamask,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",063/142,63,Comfey,Common,Normal,English,Unspecified,,6
International,"Stellar Crown",063/142,63,Comfey,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",064/142,64,Milcery,Common,Normal,English,Unspecified,,6
International,"Stellar Crown",064/142,64,Milcery,Common,"Reverse Holo",English,Unspecified,,2
International,"Stellar Crown",065/142,65,Alcremie,Rare,"Normal Holo",English,Unspecified,,4
International,"Stellar Crown",065/142,65,Alcremie,Rare,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",066/142,66,Fidough,Common,Normal,English,Unspecified,,1
International,"Stellar Crown",066/142,66,Fidough,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",067/142,67,"Dachsbun ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Stellar Crown",068/142,68,Flittle,Common,Normal,English,Unspecified,,3
International,"Stellar Crown",068/142,68,Flittle,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",069/142,69,Espathra,Common,Normal,English,Unspecified,,4
International,"Stellar Crown",070/142,70,Greavard,Common,Normal,English,Unspecified,,4
International,"Stellar Crown",070/142,70,Greavard,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",071/142,71,"Iron Boulder",Rare,"Normal Holo",English,Unspecified,,2
International,"Stellar Crown",071/142,71,"Iron Boulder",Rare,"Reverse Holo",English,Unspecified,,2
International,"Stellar Crown",072/142,72,Cubone,Common,Normal,English,Unspecified,,3
International,"Stellar Crown",073/142,73,Marowak,Uncommon,Normal,English,Unspecified,,5
International,"Stellar Crown",073/142,73,Marowak,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",074/142,74,Rhyhorn,Common,Normal,English,Unspecified,,6
International,"Stellar Crown",075/142,75,Rhydon,Common,Normal,English,Unspecified,,1
International,"Stellar Crown",075/142,75,Rhydon,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",076/142,76,Rhyperior,Rare,"Normal Holo",English,Unspecified,,4
International,"Stellar Crown",076/142,76,Rhyperior,Rare,"Reverse Holo",English,Unspecified,,3
International,"Stellar Crown",076/142,76,Rhyperior,Rare,"Cosmos Holo",English,Unspecified,,1
International,"Stellar Crown",077/142,77,Meditite,Common,Normal,English,Unspecified,,4
International,"Stellar Crown",078/142,78,Meditite,Common,Normal,English,Unspecified,,2
International,"Stellar Crown",079/142,79,Medicham,Common,Normal,English,Unspecified,,4
International,"Stellar Crown",079/142,79,Medicham,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",081/142,81,Riolu,Common,Normal,English,Unspecified,,3
International,"Stellar Crown",081/142,81,Riolu,Common,"Reverse Holo",English,Unspecified,,2
International,"Stellar Crown",082/142,82,"Lucario ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Stellar Crown",083/142,83,Mienfoo,Common,Normal,English,Unspecified,,5
International,"Stellar Crown",083/142,83,Mienfoo,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",084/142,84,Mienshao,Uncommon,Normal,English,Unspecified,,7
International,"Stellar Crown",084/142,84,Mienshao,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",085/142,85,Pancham,Common,Normal,English,Unspecified,,5
International,"Stellar Crown",085/142,85,Pancham,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",086/142,86,Diancie,Uncommon,Normal,English,Unspecified,,6
International,"Stellar Crown",086/142,86,Diancie,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",087/142,87,Crabrawler,Common,Normal,English,Unspecified,,5
International,"Stellar Crown",087/142,87,Crabrawler,Common,"Reverse Holo",English,Unspecified,,2
International,"Stellar Crown",088/142,88,Falinks,Common,Normal,English,Unspecified,,2
International,"Stellar Crown",088/142,88,Falinks,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",089/142,89,"Garganacl ex","Double Rare","Normal Holo",English,Unspecified,,3
International,"Stellar Crown",090/142,90,Koraidon,Uncommon,Normal,English,Unspecified,,10
International,"Stellar Crown",090/142,90,Koraidon,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",091/142,91,Gulpin,Common,Normal,English,Unspecified,,1
International,"Stellar Crown",091/142,91,Gulpin,Common,"Reverse Holo",English,Unspecified,,3
International,"Stellar Crown",092/142,92,Swalot,Uncommon,Normal,English,Unspecified,,8
International,"Stellar Crown",093/142,93,Pangoro,Uncommon,Normal,English,Unspecified,,5
International,"Stellar Crown",093/142,93,Pangoro,Uncommon,"Reverse Holo",English,Unspecified,,2
International,"Stellar Crown",094/142,94,Impidimp,Common,Normal,English,Unspecified,,7
International,"Stellar Crown",094/142,94,Impidimp,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",095/142,95,Morgrem,Common,Normal,English,Unspecified,,1
International,"Stellar Crown",095/142,95,Morgrem,Common,"Reverse Holo",English,Unspecified,,2
International,"Stellar Crown",096/142,96,Grimmsnarl,Rare,"Normal Holo",English,Unspecified,,3
International,"Stellar Crown",096/142,96,Grimmsnarl,Rare,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",097/142,97,Bombirdier,Common,Normal,English,Unspecified,,5
International,"Stellar Crown",098/142,98,Jirachi,Uncommon,Normal,English,Unspecified,,5
International,"Stellar Crown",099/142,99,Klink,Common,Normal,English,Unspecified,,7
International,"Stellar Crown",099/142,99,Klink,Common,"Reverse Holo",English,Unspecified,,2
International,"Stellar Crown",100/142,100,Klang,Common,Normal,English,Unspecified,,2
International,"Stellar Crown",101/142,101,Klinklang,Rare,"Normal Holo",English,Unspecified,,4
International,"Stellar Crown",101/142,101,Klinklang,Rare,"Reverse Holo",English,Unspecified,,2
International,"Stellar Crown",101/142,101,Klinklang,Rare,"Cosmos Holo",English,Unspecified,,1
International,"Stellar Crown",102/142,102,Meltan,Common,Normal,English,Unspecified,,5
International,"Stellar Crown",102/142,102,Meltan,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",103/142,103,Meltan,Common,Normal,English,Unspecified,,1
International,"Stellar Crown",104/142,104,Melmetal,Rare,"Normal Holo",English,Unspecified,,6
International,"Stellar Crown",104/142,104,Melmetal,Rare,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",105/142,105,"Melmetal ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Stellar Crown",106/142,106,Duraludon,Common,Normal,English,Unspecified,,2
International,"Stellar Crown",107/142,107,Archaludon,Rare,"Normal Holo",English,Unspecified,,4
International,"Stellar Crown",107/142,107,Archaludon,Rare,"Reverse Holo",English,Unspecified,,2
International,"Stellar Crown",108/142,108,Varoom,Common,Normal,English,Unspecified,,4
International,"Stellar Crown",108/142,108,Varoom,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",109/142,109,Revavroom,Uncommon,Normal,English,Unspecified,,7
International,"Stellar Crown",109/142,109,Revavroom,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",110/142,110,"Orthworm ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Stellar Crown",111/142,111,"Raging Bolt",Rare,"Normal Holo",English,Unspecified,,3
International,"Stellar Crown",111/142,111,"Raging Bolt",Rare,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",112/142,112,Tauros,Common,Normal,English,Unspecified,,4
International,"Stellar Crown",112/142,112,Tauros,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",113/142,113,Eevee,Common,Normal,English,Unspecified,,5
International,"Stellar Crown",114/142,114,Hoothoot,Common,Normal,English,Unspecified,,6
International,"Stellar Crown",114/142,114,Hoothoot,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",115/142,115,Noctowl,Rare,"Normal Holo",English,Unspecified,,2
International,"Stellar Crown",115/142,115,Noctowl,Rare,"Reverse Holo",English,Unspecified,,2
International,"Stellar Crown",116/142,116,Glameow,Common,Normal,English,Unspecified,,7
International,"Stellar Crown",116/142,116,Glameow,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",117/142,117,Purugly,Common,Normal,English,Unspecified,,2
International,"Stellar Crown",118/142,118,"Fan Rotom",Common,Normal,English,Unspecified,,8
International,"Stellar Crown",119/142,119,Bouffalant,Rare,"Normal Holo",English,Unspecified,,3
International,"Stellar Crown",119/142,119,Bouffalant,Rare,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",119/142,119,Bouffalant,Rare,Non-holo,English,Unspecified,,3
International,"Stellar Crown",120/142,120,Tornadus,Uncommon,Normal,English,Unspecified,,5
International,"Stellar Crown",120/142,120,Tornadus,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",121/142,121,Fletchling,Common,Normal,English,Unspecified,,8
International,"Stellar Crown",121/142,121,Fletchling,Common,"Reverse Holo",English,Unspecified,,2
International,"Stellar Crown",122/142,122,Fletchinder,Common,Normal,English,Unspecified,,1
International,"Stellar Crown",123/142,123,Talonflame,Uncommon,Normal,English,Unspecified,,5
International,"Stellar Crown",124/142,124,Wooloo,Common,Normal,English,Unspecified,,6
International,"Stellar Crown",124/142,124,Wooloo,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",125/142,125,Dubwool,Uncommon,Normal,English,Unspecified,,5
International,"Stellar Crown",125/142,125,Dubwool,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",126/142,126,Lechonk,Common,Normal,English,Unspecified,,3
International,"Stellar Crown",126/142,126,Lechonk,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",127/142,127,Cyclizar,Common,Normal,English,Unspecified,,3
International,"Stellar Crown",127/142,127,Cyclizar,Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",128/142,128,"Terapagos ex","Double Rare","Normal Holo",English,Unspecified,,1
International,"Stellar Crown",129/142,129,"Antique Cover Fossil",Common,Normal,English,Unspecified,,1
International,"Stellar Crown",130/142,130,"Antique Root Fossil",Common,Normal,English,Unspecified,,3
International,"Stellar Crown",130/142,130,"Antique Root Fossil",Common,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",131/142,131,"Area Zero Underdepths",Uncommon,Normal,English,Unspecified,,4
International,"Stellar Crown",131/142,131,"Area Zero Underdepths",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",132/142,132,Briar,Uncommon,Normal,English,Unspecified,,1
International,"Stellar Crown",132/142,132,Briar,Uncommon,"Reverse Holo",English,Unspecified,,2
International,"Stellar Crown",133/142,133,Crispin,Uncommon,Normal,English,Unspecified,,4
International,"Stellar Crown",133/142,133,Crispin,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",134/142,134,"Deluxe Bomb","ACE SPEC Rare","Normal Holo",English,Unspecified,,1
International,"Stellar Crown",135/142,135,"Glass Trumpet",Uncommon,Normal,English,Unspecified,,5
International,"Stellar Crown",135/142,135,"Glass Trumpet",Uncommon,"Reverse Holo",English,Unspecified,,2
International,"Stellar Crown",136/142,136,"Grand Tree","ACE SPEC Rare","Normal Holo",English,Unspecified,,2
International,"Stellar Crown",137/142,137,"Gravity Gemstone",Uncommon,Normal,English,Unspecified,,7
International,"Stellar Crown",137/142,137,"Gravity Gemstone",Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",138/142,138,Kofu,Uncommon,Normal,English,Unspecified,,4
International,"Stellar Crown",139/142,139,Lacey,Uncommon,Normal,English,Unspecified,,5
International,"Stellar Crown",139/142,139,Lacey,Uncommon,"Reverse Holo",English,Unspecified,,1
International,"Stellar Crown",140/142,140,"Occa Berry",Uncommon,Normal,English,Unspecified,,5
International,"Stellar Crown",140/142,140,"Occa Berry",Uncommon,"Reverse Holo",English,Unspecified,,2
International,"Stellar Crown",141/142,141,"Payapa Berry",Uncommon,Normal,English,Unspecified,,10
International,"Stellar Crown",142/142,142,"Sparkling Crystal","ACE SPEC Rare","Normal Holo",English,Unspecified,,1
International,"Stellar Crown",147/142,147,Raboot,"Illustration Rare","Normal Holo",English,Unspecified,,1
International,"Stellar Crown",153/142,153,Meditite,"Illustration Rare","Normal Holo",English,Unspecified,,2
International,"Stellar Crown",154/142,154,Gulpin,"Illustration Rare","Normal Holo",English,Unspecified,,1
International,"Stellar Crown",155/142,155,Archaludon,"Illustration Rare","Normal Holo",English,Unspecified,,1
International,"Stellar Crown",156/142,156,"Hydrapple ex","Ultra Rare","Normal Holo",English,Unspecified,,1
International,"Stellar Crown",157/142,157,"Cinderace ex","Ultra Rare","Normal Holo",English,Unspecified,,1
International,"Stellar Crown",160/142,160,"Dachsbun ex","Ultra Rare","Normal Holo",English,Unspecified,,1
International,"Stellar Crown",162/142,162,"Orthworm ex","Ultra Rare","Normal Holo",English,Unspecified,,1
International,"Stellar Crown",164/142,164,Crispin,"Ultra Rare","Normal Holo",English,Unspecified,,1
